Week,Away Team,Home Team,Winning Team,Rec_home,Yds_home,Yds/Rec_home,TD_home,20_home,40_home,Lng_home,Rec 1st_home,Rec 1st%_home,Rec FUM_home,Rec_away,Yds_away,Yds/Rec_away,TD_away,20_away,40_away,Lng_away,Rec 1st_away,Rec 1st%_away,Rec FUM_away,Home_Win
5,Jaguars,Bills,Jaguars,385,4306,11.2,29,49,9,81,199,51.7,6,412,4377,10.6,22,51,10,65,199,48.3,8,0
18,Jaguars,Titans,Titans,304,3512,11.6,14,54,10,70,158,52.0,2,412,4377,10.6,22,51,10,65,199,48.3,8,1
16,Jaguars,Buccaneers,Buccaneers,364,4044,11.1,28,60,12,75,188,51.6,7,412,4377,10.6,22,51,10,65,199,48.3,8,1
12,Jaguars,Texans,Jaguars,372,4578,12.3,27,69,10,75,215,57.8,3,412,4377,10.6,22,51,10,65,199,48.3,8,0
17,Jets,Browns,Browns,355,4011,11.3,24,53,15,75,173,48.7,5,356,3373,9.5,11,37,3,68,156,43.8,2,1
5,Jets,Broncos,Jets,337,3566,10.6,28,44,13,60,154,45.7,7,356,3373,9.5,11,37,3,68,156,43.8,2,0
8,Jets,Giants,Jets,338,3351,9.9,15,44,7,80,141,41.7,3,356,3373,9.5,11,37,3,68,156,43.8,2,0
11,Jets,Bills,Bills,385,4306,11.2,29,49,9,81,199,51.7,6,356,3373,9.5,11,37,3,68,156,43.8,2,1
2,Jets,Cowboys,Cowboys,428,4660,10.9,36,64,7,92,229,53.5,6,356,3373,9.5,11,37,3,68,156,43.8,2,1
18,Jets,Patriots,Jets,351,3392,9.7,16,34,4,58,153,43.6,5,356,3373,9.5,11,37,3,68,156,43.8,2,0
15,Jets,Dolphins,Dolphins,393,4698,12.0,30,59,12,78,223,56.7,4,356,3373,9.5,11,37,3,68,156,43.8,2,1
10,Jets,Raiders,Raiders,348,3666,10.5,20,35,5,50,182,52.3,3,356,3373,9.5,11,37,3,68,156,43.8,2,1
4,Rams,Colts,Rams,355,3882,10.9,18,45,11,75,178,50.1,3,361,4300,11.9,26,64,8,80,206,57.1,4,0
14,Rams,Ravens,Ravens,328,3881,11.8,27,52,9,80,180,54.9,6,361,4300,11.9,26,64,8,80,206,57.1,4,1
1,Rams,Seahawks,Rams,371,4167,11.2,23,56,6,73,189,50.9,0,361,4300,11.9,26,64,8,80,206,57.1,4,0
17,Rams,Giants,Rams,338,3351,9.9,15,44,7,80,141,41.7,3,361,4300,11.9,26,64,8,80,206,57.1,4,0
3,Rams,Bengals,Bengals,420,4257,10.1,27,46,10,80,208,49.5,3,361,4300,11.9,26,64,8,80,206,57.1,4,1
12,Rams,Cardinals,Rams,355,3430,9.7,18,38,3,69,173,48.7,2,361,4300,11.9,26,64,8,80,206,57.1,4,0
8,Rams,Cowboys,Cowboys,428,4660,10.9,36,64,7,92,229,53.5,6,361,4300,11.9,26,64,8,80,206,57.1,4,1
18,Rams,49ers,Rams,336,4577,13.6,33,75,15,76,207,61.6,3,361,4300,11.9,26,64,8,80,206,57.1,4,0
9,Rams,Packers,Packers,374,4210,11.3,32,56,7,77,211,56.4,5,361,4300,11.9,26,64,8,80,206,57.1,4,1
7,Browns,Colts,Browns,355,3882,10.9,18,45,11,75,178,50.1,3,355,4011,11.3,24,53,15,75,173,48.7,5,0
2,Browns,Steelers,Steelers,323,3421,10.6,13,41,9,86,153,47.4,6,355,4011,11.3,24,53,15,75,173,48.7,5,1
10,Browns,Ravens,Browns,328,3881,11.8,27,52,9,80,180,54.9,6,355,4011,11.3,24,53,15,75,173,48.7,5,0
12,Browns,Broncos,Broncos,337,3566,10.6,28,44,13,60,154,45.7,7,355,4011,11.3,24,53,15,75,173,48.7,5,1
8,Browns,Seahawks,Seahawks,371,4167,11.2,23,56,6,73,189,50.9,0,355,4011,11.3,24,53,15,75,173,48.7,5,1
18,Browns,Bengals,Bengals,420,4257,10.1,27,46,10,80,208,49.5,3,355,4011,11.3,24,53,15,75,173,48.7,5,1
16,Browns,Texans,Browns,372,4578,12.3,27,69,10,75,215,57.8,3,355,4011,11.3,24,53,15,75,173,48.7,5,0
13,Browns,Rams,Rams,361,4300,11.9,26,64,8,80,206,57.1,4,355,4011,11.3,24,53,15,75,173,48.7,5,1
5,Chiefs,Vikings,Chiefs,424,4700,11.1,30,74,7,62,220,51.9,4,421,4383,10.4,28,52,8,67,216,51.3,7,0
8,Chiefs,Broncos,Broncos,337,3566,10.6,28,44,13,60,154,45.7,7,421,4383,10.4,28,52,8,67,216,51.3,7,1
18,Chiefs,Chargers,Chiefs,409,4312,10.5,24,55,7,79,204,49.9,8,421,4383,10.4,28,52,8,67,216,51.3,7,0
4,Chiefs,Jets,Chiefs,356,3373,9.5,11,37,3,68,156,43.8,2,421,4383,10.4,28,52,8,67,216,51.3,7,0
2,Chiefs,Jaguars,Chiefs,412,4377,10.6,22,51,10,65,199,48.3,8,421,4383,10.4,28,52,8,67,216,51.3,7,0
15,Chiefs,Patriots,Patriots,351,3392,9.7,16,34,4,58,153,43.6,5,421,4383,10.4,28,52,8,67,216,51.3,7,0
13,Chiefs,Packers,Packers,374,4210,11.3,32,56,7,77,211,56.4,5,421,4383,10.4,28,52,8,67,216,51.3,7,1
12,Chiefs,Raiders,Chiefs,348,3666,10.5,20,35,5,50,182,52.3,3,421,4383,10.4,28,52,8,67,216,51.3,7,0
15,Giants,Saints,Saints,406,4225,10.4,28,52,11,58,199,49.0,0,338,3351,9.9,15,44,7,80,141,41.7,3,1
11,Giants,Commanders,Giants,407,4174,10.3,24,48,5,51,190,46.7,5,338,3351,9.9,15,44,7,80,141,41.7,3,0
16,Giants,Eagles,Eagles,369,4067,11.0,24,50,7,63,197,53.4,4,338,3351,9.9,15,44,7,80,141,41.7,3,1
6,Giants,Bills,Bills,385,4306,11.2,29,49,9,81,199,51.7,6,338,3351,9.9,15,44,7,80,141,41.7,3,1
2,Giants,Cardinals,Giants,355,3430,9.7,18,38,3,69,173,48.7,2,338,3351,9.9,15,44,7,80,141,41.7,3,0
10,Giants,Cowboys,Cowboys,428,4660,10.9,36,64,7,92,229,53.5,6,338,3351,9.9,15,44,7,80,141,41.7,3,1
3,Giants,49ers,49ers,336,4577,13.6,33,75,15,76,207,61.6,3,338,3351,9.9,15,44,7,80,141,41.7,3,1
5,Giants,Dolphins,Dolphins,393,4698,12.0,30,59,12,78,223,56.7,4,338,3351,9.9,15,44,7,80,141,41.7,3,1
9,Giants,Raiders,Raiders,348,3666,10.5,20,35,5,50,182,52.3,3,338,3351,9.9,15,44,7,80,141,41.7,3,1
18,Falcons,Saints,Saints,406,4225,10.4,28,52,11,58,199,49.0,0,327,3775,11.5,17,46,10,75,181,55.4,2,1
17,Falcons,Bears,Bears,321,3421,10.7,19,48,5,58,169,52.6,4,327,3775,11.5,17,46,10,75,181,55.4,2,1
3,Falcons,Lions,Lions,408,4606,11.3,30,70,9,70,228,55.9,4,327,3775,11.5,17,46,10,75,181,55.4,2,1
8,Falcons,Titans,Titans,304,3512,11.6,14,54,10,70,158,52.0,2,327,3775,11.5,17,46,10,75,181,55.4,2,1
7,Falcons,Buccaneers,Falcons,364,4044,11.1,28,60,12,75,188,51.6,7,327,3775,11.5,17,46,10,75,181,55.4,2,0
4,Falcons,Jaguars,Jaguars,412,4377,10.6,22,51,10,65,199,48.3,8,327,3775,11.5,17,46,10,75,181,55.4,2,1
10,Falcons,Cardinals,Cardinals,355,3430,9.7,18,38,3,69,173,48.7,2,327,3775,11.5,17,46,10,75,181,55.4,2,1
15,Falcons,Panthers,Panthers,350,3245,9.3,13,31,5,48,150,42.9,7,327,3775,11.5,17,46,10,75,181,55.4,2,1
14,Patriots,Steelers,Patriots,323,3421,10.6,13,41,9,86,153,47.4,6,351,3392,9.7,16,34,4,58,153,43.6,5,0
16,Patriots,Broncos,Patriots,337,3566,10.6,28,44,13,60,154,45.7,7,351,3392,9.7,16,34,4,58,153,43.6,5,0
1,Patriots,Eagles,Eagles,369,4067,11.0,24,50,7,63,197,53.4,4,351,3392,9.7,16,34,4,58,153,43.6,5,1
12,Patriots,Giants,Giants,338,3351,9.9,15,44,7,80,141,41.7,3,351,3392,9.7,16,34,4,58,153,43.6,5,1
3,Patriots,Jets,Patriots,356,3373,9.5,11,37,3,68,156,43.8,2,351,3392,9.7,16,34,4,58,153,43.6,5,0
17,Patriots,Bills,Bills,385,4306,11.2,29,49,9,81,199,51.7,6,351,3392,9.7,16,34,4,58,153,43.6,5,1
4,Patriots,Cowboys,Cowboys,428,4660,10.9,36,64,7,92,229,53.5,6,351,3392,9.7,16,34,4,58,153,43.6,5,1
8,Patriots,Dolphins,Dolphins,393,4698,12.0,30,59,12,78,223,56.7,4,351,3392,9.7,16,34,4,58,153,43.6,5,1
6,Patriots,Raiders,Raiders,348,3666,10.5,20,35,5,50,182,52.3,3,351,3392,9.7,16,34,4,58,153,43.6,5,1
18,Cowboys,Commanders,Cowboys,407,4174,10.3,24,48,5,51,190,46.7,5,428,4660,10.9,36,64,7,92,229,53.5,6,0
9,Cowboys,Eagles,Eagles,369,4067,11.0,24,50,7,63,197,53.4,4,428,4660,10.9,36,64,7,92,229,53.5,6,1
6,Cowboys,Chargers,Cowboys,409,4312,10.5,24,55,7,79,204,49.9,8,428,4660,10.9,36,64,7,92,229,53.5,6,0
1,Cowboys,Giants,Cowboys,338,3351,9.9,15,44,7,80,141,41.7,3,428,4660,10.9,36,64,7,92,229,53.5,6,0
15,Cowboys,Bills,Bills,385,4306,11.2,29,49,9,81,199,51.7,6,428,4660,10.9,36,64,7,92,229,53.5,6,1
3,Cowboys,Cardinals,Cardinals,355,3430,9.7,18,38,3,69,173,48.7,2,428,4660,10.9,36,64,7,92,229,53.5,6,1
11,Cowboys,Panthers,Cowboys,350,3245,9.3,13,31,5,48,150,42.9,7,428,4660,10.9,36,64,7,92,229,53.5,6,0
5,Cowboys,49ers,49ers,336,4577,13.6,33,75,15,76,207,61.6,3,428,4660,10.9,36,64,7,92,229,53.5,6,1
16,Cowboys,Dolphins,Dolphins,393,4698,12.0,30,59,12,78,223,56.7,4,428,4660,10.9,36,64,7,92,229,53.5,6,1
9,Seahawks,Ravens,Ravens,328,3881,11.8,27,52,9,80,180,54.9,6,371,4167,11.2,23,56,6,73,189,50.9,0,1
4,Seahawks,Giants,Seahawks,338,3351,9.9,15,44,7,80,141,41.7,3,371,4167,11.2,23,56,6,73,189,50.9,0,0
6,Seahawks,Bengals,Bengals,420,4257,10.1,27,46,10,80,208,49.5,3,371,4167,11.2,23,56,6,73,189,50.9,0,1
2,Seahawks,Lions,Seahawks,408,4606,11.3,30,70,9,70,228,55.9,4,371,4167,11.2,23,56,6,73,189,50.9,0,0
16,Seahawks,Titans,Seahawks,304,3512,11.6,14,54,10,70,158,52.0,2,371,4167,11.2,23,56,6,73,189,50.9,0,0
11,Seahawks,Rams,Rams,361,4300,11.9,26,64,8,80,206,57.1,4,371,4167,11.2,23,56,6,73,189,50.9,0,1
18,Seahawks,Cardinals,Seahawks,355,3430,9.7,18,38,3,69,173,48.7,2,371,4167,11.2,23,56,6,73,189,50.9,0,0
13,Seahawks,Cowboys,Cowboys,428,4660,10.9,36,64,7,92,229,53.5,6,371,4167,11.2,23,56,6,73,189,50.9,0,1
14,Seahawks,49ers,49ers,336,4577,13.6,33,75,15,76,207,61.6,3,371,4167,11.2,23,56,6,73,189,50.9,0,1
