Week,Away Team,Home Team,Winning Team,Avg_home,Ret_home,Yds_home,KRet TD_home,20_home,40_home,Lng_home,FC_home,FUM_home,FG Blk_home,XP Blk_home,Avg_away,Ret_away,Yds_away,KRet TD_away,20_away,40_away,Lng_away,FC_away,FUM_away,FG Blk_away,XP Blk_away,Home_Win
6,Patriots,Raiders,Raiders,23.8,11,262,0,9,1,40,1,0,0,1,26.2,18,471,1,13,3,98,1,0,1,0,1
18,Cowboys,Commanders,Cowboys,25.0,24,601,0,18,1,40,0,1,1,0,21.8,18,393,0,10,2,63,0,0,1,0,0
9,Cowboys,Eagles,Eagles,19.5,13,254,0,5,0,38,10,1,1,0,21.8,18,393,0,10,2,63,0,0,1,0,1
6,Cowboys,Chargers,Cowboys,21.7,18,390,0,13,1,46,2,0,0,0,21.8,18,393,0,10,2,63,0,0,1,0,0
1,Cowboys,Giants,Cowboys,19.2,13,249,0,7,0,36,3,0,1,0,21.8,18,393,0,10,2,63,0,0,1,0,0
15,Cowboys,Bills,Bills,20.5,17,349,0,10,1,41,4,0,1,0,21.8,18,393,0,10,2,63,0,0,1,0,1
3,Cowboys,Cardinals,Cardinals,21.2,18,382,0,10,1,40,1,0,0,0,21.8,18,393,0,10,2,63,0,0,1,0,1
11,Cowboys,Panthers,Cowboys,26.5,24,637,0,19,2,52,0,1,0,0,21.8,18,393,0,10,2,63,0,0,1,0,0
5,Cowboys,49ers,49ers,21.8,20,437,0,11,0,34,0,0,0,0,21.8,18,393,0,10,2,63,0,0,1,0,1
16,Cowboys,Dolphins,Dolphins,24.5,18,441,0,16,0,33,1,0,0,0,21.8,18,393,0,10,2,63,0,0,1,0,1
9,Seahawks,Ravens,Ravens,24.5,13,319,0,8,1,78,4,0,0,0,26.2,26,680,0,24,1,66,0,0,1,0,1
4,Seahawks,Giants,Seahawks,19.2,13,249,0,7,0,36,3,0,1,0,26.2,26,680,0,24,1,66,0,0,1,0,0
6,Seahawks,Bengals,Bengals,22.8,17,387,0,11,2,46,0,0,0,0,26.2,26,680,0,24,1,66,0,0,1,0,1
2,Seahawks,Lions,Seahawks,22.2,19,421,0,11,0,31,2,1,0,1,26.2,26,680,0,24,1,66,0,0,1,0,0
16,Seahawks,Titans,Seahawks,20.7,18,372,0,11,0,33,14,0,1,1,26.2,26,680,0,24,1,66,0,0,1,0,0
11,Seahawks,Rams,Rams,16.1,9,145,0,4,0,36,18,0,0,1,26.2,26,680,0,24,1,66,0,0,1,0,1
18,Seahawks,Cardinals,Seahawks,21.2,18,382,0,10,1,40,1,0,0,0,26.2,26,680,0,24,1,66,0,0,1,0,0
13,Seahawks,Cowboys,Cowboys,21.8,18,393,0,10,2,63,0,0,1,0,26.2,26,680,0,24,1,66,0,0,1,0,1
14,Seahawks,49ers,49ers,21.8,20,437,0,11,0,34,0,0,0,0,26.2,26,680,0,24,1,66,0,0,1,0,1
