Week,Away Team,Home Team,Winning Team,3rd Att_home,3rd Md_home,4th Att_home,4th Md_home,Rec 1st_home,Rec 1st%_home,Rush 1st_home,Rush 1st%_home,Scrm Plys_home,3rd Att_away,3rd Md_away,4th Att_away,4th Md_away,Rec 1st_away,Rec 1st%_away,Rush 1st_away,Rush 1st%_away,Scrm Plys_away,Home_Win
3,Rams,Bengals,Bengals,218,82,20,9,208,49.5,90,23.5,1048,226,95,21,13,206,57.1,110,23.1,1094,1
12,Rams,Cardinals,Rams,225,88,34,15,173,48.7,127,27.0,1068,226,95,21,13,206,57.1,110,23.1,1094,0
8,Rams,Cowboys,Cowboys,230,111,23,13,229,53.5,113,24.2,1122,226,95,21,13,206,57.1,110,23.1,1094,1
18,Rams,49ers,Rams,179,85,13,7,207,61.6,147,29.5,1024,226,95,21,13,206,57.1,110,23.1,1094,0
9,Rams,Packers,Packers,223,105,24,12,211,56.4,101,22.9,1052,226,95,21,13,206,57.1,110,23.1,1094,1
7,Browns,Colts,Browns,232,82,32,16,178,50.1,113,23.6,1094,253,80,32,18,173,48.7,121,23.4,1187,0
2,Browns,Steelers,Steelers,232,85,19,9,153,47.4,115,23.6,1029,253,80,32,18,173,48.7,121,23.4,1187,1
10,Browns,Ravens,Browns,207,87,14,8,180,54.9,144,26.6,1076,253,80,32,18,173,48.7,121,23.4,1187,0
12,Browns,Broncos,Broncos,220,81,20,13,154,45.7,116,25.7,1016,253,80,32,18,173,48.7,121,23.4,1187,1
8,Browns,Seahawks,Seahawks,207,75,16,6,189,50.9,93,24.4,995,253,80,32,18,173,48.7,121,23.4,1187,1
18,Browns,Bengals,Bengals,218,82,20,9,208,49.5,90,23.5,1048,253,80,32,18,173,48.7,121,23.4,1187,1
16,Browns,Texans,Browns,232,88,21,8,215,57.8,84,18.9,1083,253,80,32,18,173,48.7,121,23.4,1187,0
13,Browns,Rams,Rams,226,95,21,13,206,57.1,110,23.1,1094,253,80,32,18,173,48.7,121,23.4,1187,1
5,Chiefs,Vikings,Chiefs,223,85,29,17,220,51.9,79,20.1,1071,220,96,20,10,216,51.3,107,25.7,1080,0
8,Chiefs,Broncos,Broncos,220,81,20,13,154,45.7,116,25.7,1016,220,96,20,10,216,51.3,107,25.7,1080,1
18,Chiefs,Chargers,Chiefs,237,91,32,15,204,49.9,89,20.6,1106,220,96,20,10,216,51.3,107,25.7,1080,0
4,Chiefs,Jets,Chiefs,235,61,29,17,156,43.8,77,19.8,1053,220,96,20,10,216,51.3,107,25.7,1080,0
2,Chiefs,Jaguars,Chiefs,228,87,29,13,199,48.3,98,21.6,1114,220,96,20,10,216,51.3,107,25.7,1080,0
15,Chiefs,Patriots,Patriots,222,67,25,9,153,43.6,93,22.4,1020,220,96,20,10,216,51.3,107,25.7,1080,0
13,Chiefs,Packers,Packers,223,105,24,12,211,56.4,101,22.9,1052,220,96,20,10,216,51.3,107,25.7,1080,1
12,Chiefs,Raiders,Chiefs,216,77,23,14,182,52.3,83,20.1,1010,220,96,20,10,216,51.3,107,25.7,1080,0
15,Giants,Saints,Saints,235,91,19,9,199,49.0,112,23.3,1121,248,75,37,18,141,41.7,97,21.4,1057,1
11,Giants,Commanders,Giants,216,77,29,16,190,46.7,99,27.6,1060,248,75,37,18,141,41.7,97,21.4,1057,0
16,Giants,Eagles,Eagles,225,108,26,19,197,53.4,149,29.2,1112,248,75,37,18,141,41.7,97,21.4,1057,1
6,Giants,Bills,Bills,219,109,16,9,199,51.7,158,30.9,1115,248,75,37,18,141,41.7,97,21.4,1057,1
2,Giants,Cardinals,Giants,225,88,34,15,173,48.7,127,27.0,1068,248,75,37,18,141,41.7,97,21.4,1057,0
10,Giants,Cowboys,Cowboys,230,111,23,13,229,53.5,113,24.2,1122,248,75,37,18,141,41.7,97,21.4,1057,1
3,Giants,49ers,49ers,179,85,13,7,207,61.6,147,29.5,1024,248,75,37,18,141,41.7,97,21.4,1057,1
5,Giants,Dolphins,Dolphins,202,85,25,11,223,56.7,113,24.8,1053,248,75,37,18,141,41.7,97,21.4,1057,1
9,Giants,Raiders,Raiders,216,77,23,14,182,52.3,83,20.1,1010,248,75,37,18,141,41.7,97,21.4,1057,1
18,Falcons,Saints,Saints,235,91,19,9,199,49.0,112,23.3,1121,225,90,19,8,181,55.4,121,23.2,1092,1
17,Falcons,Bears,Bears,238,98,26,13,169,52.6,137,25.7,1097,225,90,19,8,181,55.4,121,23.2,1092,1
3,Falcons,Lions,Lions,224,93,40,21,228,55.9,124,24.8,1137,225,90,19,8,181,55.4,121,23.2,1092,1
8,Falcons,Titans,Titans,212,71,20,11,158,52.0,103,23.2,1002,225,90,19,8,181,55.4,121,23.2,1092,1
7,Falcons,Buccaneers,Falcons,236,98,18,12,188,51.6,79,18.0,1047,225,90,19,8,181,55.4,121,23.2,1092,0
4,Falcons,Jaguars,Jaguars,228,87,29,13,199,48.3,98,21.6,1114,225,90,19,8,181,55.4,121,23.2,1092,1
10,Falcons,Cardinals,Cardinals,225,88,34,15,173,48.7,127,27.0,1068,225,90,19,8,181,55.4,121,23.2,1092,1
15,Falcons,Panthers,Panthers,249,85,48,23,150,42.9,111,24.9,1096,225,90,19,8,181,55.4,121,23.2,1092,1
14,Patriots,Steelers,Patriots,232,85,19,9,153,47.4,115,23.6,1029,222,67,25,9,153,43.6,93,22.4,1020,0
16,Patriots,Broncos,Patriots,220,81,20,13,154,45.7,116,25.7,1016,222,67,25,9,153,43.6,93,22.4,1020,0
1,Patriots,Eagles,Eagles,225,108,26,19,197,53.4,149,29.2,1112,222,67,25,9,153,43.6,93,22.4,1020,1
12,Patriots,Giants,Giants,248,75,37,18,141,41.7,97,21.4,1057,222,67,25,9,153,43.6,93,22.4,1020,1
3,Patriots,Jets,Patriots,235,61,29,17,156,43.8,77,19.8,1053,222,67,25,9,153,43.6,93,22.4,1020,0
17,Patriots,Bills,Bills,219,109,16,9,199,51.7,158,30.9,1115,222,67,25,9,153,43.6,93,22.4,1020,1
4,Patriots,Cowboys,Cowboys,230,111,23,13,229,53.5,113,24.2,1122,222,67,25,9,153,43.6,93,22.4,1020,1
8,Patriots,Dolphins,Dolphins,202,85,25,11,223,56.7,113,24.8,1053,222,67,25,9,153,43.6,93,22.4,1020,1
6,Patriots,Raiders,Raiders,216,77,23,14,182,52.3,83,20.1,1010,222,67,25,9,153,43.6,93,22.4,1020,1
18,Cowboys,Commanders,Cowboys,216,77,29,16,190,46.7,99,27.6,1060,230,111,23,13,229,53.5,113,24.2,1122,0
9,Cowboys,Eagles,Eagles,225,108,26,19,197,53.4,149,29.2,1112,230,111,23,13,229,53.5,113,24.2,1122,1
6,Cowboys,Chargers,Cowboys,237,91,32,15,204,49.9,89,20.6,1106,230,111,23,13,229,53.5,113,24.2,1122,0
1,Cowboys,Giants,Cowboys,248,75,37,18,141,41.7,97,21.4,1057,230,111,23,13,229,53.5,113,24.2,1122,0
15,Cowboys,Bills,Bills,219,109,16,9,199,51.7,158,30.9,1115,230,111,23,13,229,53.5,113,24.2,1122,1
3,Cowboys,Cardinals,Cardinals,225,88,34,15,173,48.7,127,27.0,1068,230,111,23,13,229,53.5,113,24.2,1122,1
11,Cowboys,Panthers,Cowboys,249,85,48,23,150,42.9,111,24.9,1096,230,111,23,13,229,53.5,113,24.2,1122,0
5,Cowboys,49ers,49ers,179,85,13,7,207,61.6,147,29.5,1024,230,111,23,13,229,53.5,113,24.2,1122,1
16,Cowboys,Dolphins,Dolphins,202,85,25,11,223,56.7,113,24.8,1053,230,111,23,13,229,53.5,113,24.2,1122,1
9,Seahawks,Ravens,Ravens,207,87,14,8,180,54.9,144,26.6,1076,207,75,16,6,189,50.9,93,24.4,995,1
4,Seahawks,Giants,Seahawks,248,75,37,18,141,41.7,97,21.4,1057,207,75,16,6,189,50.9,93,24.4,995,0
6,Seahawks,Bengals,Bengals,218,82,20,9,208,49.5,90,23.5,1048,207,75,16,6,189,50.9,93,24.4,995,1
2,Seahawks,Lions,Seahawks,224,93,40,21,228,55.9,124,24.8,1137,207,75,16,6,189,50.9,93,24.4,995,0
16,Seahawks,Titans,Seahawks,212,71,20,11,158,52.0,103,23.2,1002,207,75,16,6,189,50.9,93,24.4,995,0
11,Seahawks,Rams,Rams,226,95,21,13,206,57.1,110,23.1,1094,207,75,16,6,189,50.9,93,24.4,995,1
18,Seahawks,Cardinals,Seahawks,225,88,34,15,173,48.7,127,27.0,1068,207,75,16,6,189,50.9,93,24.4,995,0
13,Seahawks,Cowboys,Cowboys,230,111,23,13,229,53.5,113,24.2,1122,207,75,16,6,189,50.9,93,24.4,995,1
14,Seahawks,49ers,49ers,179,85,13,7,207,61.6,147,29.5,1024,207,75,16,6,189,50.9,93,24.4,995,1
